name,length,count_sentences,count_tokens,NNP,VBZ,NN,IN,JJ,NNS,TO,VB,VBN,DT,CC,.,PRP,MD,CD,",",VBD,POS,VBP,VBG,JJR,NNPS,``,'',:,RB,WRB,WDT,PRP$,RP,RBR,EX,(,),WP,PDT,JJS,UH,RBS,WP$,$,FW,SYM,#,length_to_sentences,length_to_tokens
152.txt,2846,23,552,46,9.0,52,60,33,41,9,14.0,24,41,16.0,23,17.0,6.0,7.0,18,43.0,2.0,7.0,22.0,1.0,0.0,9.0,7.0,4.0,22,0.0,2.0,2.0,5.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,123.73913043478261,5.155797101449275
153.txt,2523,18,481,38,13.0,62,39,33,36,14,25.0,17,43,14.0,18,14.0,10.0,3.0,10,17.0,9.0,11.0,9.0,1.0,3.0,10.0,9.0,4.0,13,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.16666666666666,5.245322245322245
154.txt,2873,20,596,40,15.0,70,59,26,26,22,22.0,17,48,16.0,20,40.0,7.0,6.0,20,23.0,3.0,22.0,10.0,0.0,0.0,14.0,10.0,6.0,23,2.0,4.0,12.0,2.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,143.65,4.820469798657718
155.txt,2693,24,519,60,17.0,55,54,23,24,14,15.0,10,48,16.0,24,27.0,7.0,2.0,16,28.0,3.0,6.0,12.0,2.0,0.0,10.0,9.0,2.0,20,0.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.20833333333333,5.1888246628131025
156.txt,2552,19,473,89,11.0,60,50,22,16,10,10.0,16,45,11.0,19,8.0,3.0,9.0,18,20.0,6.0,2.0,9.0,0.0,2.0,5.0,4.0,3.0,12,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.31578947368422,5.395348837209302
157.txt,2972,29,598,83,8.0,76,66,12,23,13,16.0,18,59,13.0,29,28.0,2.0,4.0,22,52.0,3.0,8.0,10.0,0.0,0.0,10.0,10.0,3.0,13,1.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.48275862068965,4.969899665551839
158.txt,1575,12,293,19,8.0,57,40,12,18,10,12.0,2,27,6.0,12,9.0,2.0,5.0,7,12.0,1.0,5.0,4.0,3.0,1.0,5.0,4.0,1.0,2,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.25,5.375426621160409
159.txt,3094,26,592,52,14.0,75,55,27,32,17,29.0,14,50,18.0,26,27.0,13.0,1.0,16,24.0,3.0,9.0,15.0,0.0,8.0,12.0,12.0,3.0,20,0.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,119.0,5.226351351351352
160.txt,3135,22,586,65,18.0,74,57,37,21,17,20.0,18,56,9.0,22,19.0,9.0,6.0,20,18.0,3.0,13.0,15.0,3.0,1.0,10.0,7.0,3.0,24,4.0,2.0,5.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.5,5.349829351535837
161.txt,1826,15,350,41,9.0,47,30,23,13,13,19.0,10,35,7.0,15,8.0,8.0,2.0,13,18.0,2.0,1.0,5.0,0.0,1.0,6.0,6.0,0.0,12,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.73333333333333,5.217142857142857
162.txt,1927,15,362,20,6.0,55,28,17,31,14,18.0,9,26,12.0,15,9.0,4.0,2.0,13,23.0,1.0,5.0,8.0,8.0,0.0,10.0,7.0,2.0,8,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.46666666666667,5.323204419889502
163.txt,1465,10,285,24,7.0,26,37,17,13,13,15.0,9,23,7.0,10,17.0,2.0,2.0,3,18.0,1.0,0.0,2.0,0.0,2.0,6.0,6.0,4.0,12,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.5,5.140350877192983
164.txt,1786,15,335,42,4.0,46,44,16,16,11,10.0,9,38,8.0,15,9.0,4.0,7.0,9,20.0,2.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.06666666666666,5.33134328358209
165.txt,2938,25,574,41,8.0,75,53,33,53,16,26.0,15,52,16.0,25,19.0,10.0,6.0,18,24.0,5.0,12.0,12.0,4.0,0.0,6.0,5.0,2.0,27,0.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.52,5.118466898954704
166.txt,2158,19,435,54,15.0,55,44,21,11,16,17.0,12,24,11.0,19,33.0,4.0,1.0,8,26.0,6.0,8.0,6.0,0.0,0.0,5.0,3.0,3.0,15,4.0,2.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.57894736842105,4.960919540229885
167.txt,2719,18,456,43,5.0,63,42,33,32,8,15.0,14,32,9.0,18,8.0,9.0,3.0,17,21.0,4.0,9.0,17.0,2.0,0.0,7.0,8.0,11.0,16,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.05555555555554,5.962719298245614
168.txt,3772,26,679,62,13.0,94,77,46,54,15,23.0,17,61,12.0,26,18.0,14.0,4.0,18,28.0,9.0,10.0,14.0,1.0,1.0,9.0,8.0,7.0,20,3.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.07692307692307,5.555228276877761
169.txt,2423,19,485,50,13.0,50,41,21,22,13,25.0,18,39,6.0,19,15.0,11.0,4.0,16,23.0,2.0,5.0,21.0,0.0,0.0,12.0,7.0,6.0,30,3.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.52631578947368,4.995876288659794
170.txt,2707,21,515,61,6.0,51,43,25,31,23,27.0,19,40,15.0,21,22.0,10.0,5.0,10,30.0,3.0,11.0,13.0,2.0,0.0,10.0,7.0,3.0,9,1.0,2.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.9047619047619,5.2563106796116505
171.txt,1475,11,278,22,2.0,32,32,18,31,7,15.0,11,26,7.0,11,3.0,7.0,12.0,5,9.0,2.0,8.0,3.0,0.0,1.0,2.0,2.0,1.0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0909090909091,5.305755395683454
172.txt,2462,14,440,30,4.0,57,50,43,34,14,22.0,8,22,21.0,14,14.0,9.0,3.0,16,18.0,1.0,6.0,8.0,2.0,0.0,9.0,9.0,3.0,8,0.0,4.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.85714285714286,5.595454545454546
173.txt,2496,21,466,44,10.0,64,58,24,30,6,13.0,19,40,10.0,21,9.0,6.0,4.0,16,19.0,5.0,5.0,15.0,4.0,2.0,8.0,6.0,3.0,10,2.0,1.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.85714285714286,5.356223175965665
174.txt,4110,31,770,65,20.0,119,79,42,22,26,31.0,29,72,22.0,31,31.0,11.0,6.0,28,33.0,4.0,15.0,12.0,2.0,0.0,13.0,8.0,8.0,16,2.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132.58064516129033,5.337662337662338
175.txt,2384,14,461,33,3.0,78,49,29,27,13,15.0,6,41,20.0,14,11.0,5.0,13.0,22,18.0,6.0,4.0,11.0,0.0,0.0,9.0,7.0,6.0,14,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.28571428571428,5.171366594360086
176.txt,3206,20,567,32,9.0,64,71,47,64,24,28.0,15,39,17.0,20,5.0,4.0,5.0,24,13.0,2.0,14.0,19.0,4.0,1.0,8.0,4.0,3.0,18,2.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160.3,5.654320987654321
177.txt,2881,23,538,82,11.0,61,69,21,34,8,10.0,26,46,11.0,23,12.0,7.0,12.0,16,31.0,7.0,2.0,11.0,0.0,0.0,2.0,2.0,6.0,12,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,125.26086956521739,5.355018587360595
178.txt,1285,11,249,56,3.0,35,27,7,11,2,1.0,4,21,7.0,11,2.0,1.0,12.0,20,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.81818181818181,5.160642570281125
179.txt,2730,22,532,51,15.0,47,61,31,39,24,30.0,14,39,13.0,22,18.0,11.0,2.0,16,21.0,2.0,12.0,11.0,2.0,0.0,6.0,5.0,4.0,12,4.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,124.0909090909091,5.131578947368421
180.txt,3071,25,587,43,13.0,86,60,23,36,24,28.0,15,62,12.0,25,24.0,12.0,5.0,11,34.0,1.0,10.0,7.0,0.0,3.0,11.0,11.0,1.0,15,5.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.84,5.231686541737649
181.txt,2413,19,472,33,12.0,67,50,25,29,15,18.0,8,38,13.0,19,14.0,6.0,17.0,13,21.0,2.0,6.0,9.0,2.0,2.0,9.0,10.0,6.0,13,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,5.112288135593221
182.txt,3388,25,648,53,16.0,81,56,30,53,22,33.0,17,59,18.0,25,18.0,13.0,7.0,21,19.0,4.0,16.0,8.0,2.0,4.0,8.0,8.0,8.0,29,4.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,135.52,5.228395061728395
183.txt,2115,17,371,62,4.0,47,53,15,15,6,4.0,14,33,11.0,17,15.0,0.0,6.0,9,25.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,9,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.41176470588235,5.7008086253369274
184.txt,3368,24,659,83,19.0,82,55,37,16,12,13.0,33,63,17.0,24,22.0,5.0,11.0,27,40.0,7.0,7.0,8.0,0.0,4.0,11.0,10.0,6.0,15,4.0,2.0,9.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140.33333333333334,5.110773899848255
185.txt,2436,24,485,70,14.0,67,50,15,17,15,15.0,15,55,10.0,24,17.0,5.0,3.0,15,19.0,4.0,6.0,14.0,1.0,0.0,7.0,5.0,2.0,10,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5,5.022680412371134
186.txt,2672,22,547,68,16.0,65,52,29,14,13,14.0,9,39,11.0,22,36.0,5.0,1.0,27,29.0,7.0,20.0,11.0,0.0,0.0,12.0,12.0,4.0,16,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,121.45454545454545,4.884826325411335
187.txt,2316,17,445,37,7.0,68,43,35,27,15,11.0,6,55,9.0,17,8.0,6.0,9.0,15,24.0,2.0,2.0,8.0,1.0,1.0,9.0,8.0,2.0,9,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.23529411764707,5.204494382022472
188.txt,1228,11,220,30,3.0,33,28,4,13,5,4.0,12,27,1.0,11,6.0,1.0,0.0,6,15.0,4.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.63636363636364,5.581818181818182
189.txt,3195,24,615,78,9.0,88,60,41,13,24,27.0,10,53,11.0,24,18.0,11.0,1.0,21,37.0,5.0,3.0,11.0,0.0,0.0,13.0,12.0,2.0,19,0.0,3.0,9.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133.125,5.195121951219512
190.txt,1590,17,334,43,7.0,41,25,11,9,10,11.0,11,23,10.0,17,18.0,2.0,4.0,6,22.0,4.0,3.0,5.0,1.0,0.0,12.0,7.0,7.0,15,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.52941176470588,4.7604790419161676
191.txt,1352,12,279,34,9.0,32,18,16,9,7,13.0,5,31,7.0,12,14.0,6.0,1.0,9,11.0,1.0,5.0,5.0,0.0,0.0,6.0,6.0,0.0,12,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.66666666666667,4.845878136200717
192.txt,3514,28,659,86,5.0,59,75,38,35,7,13.0,37,52,25.0,28,27.0,8.0,13.0,23,40.0,3.0,12.0,6.0,0.0,2.0,16.0,14.0,4.0,19,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.5,5.332321699544765
193.txt,3071,24,580,55,12.0,81,60,27,29,20,24.0,13,54,12.0,24,22.0,7.0,2.0,8,31.0,0.0,11.0,15.0,5.0,1.0,12.0,12.0,3.0,16,3.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.95833333333333,5.294827586206897
194.txt,1628,14,302,37,6.0,29,31,22,20,11,10.0,10,28,4.0,14,12.0,1.0,2.0,2,18.0,3.0,6.0,9.0,0.0,2.0,4.0,2.0,0.0,11,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.28571428571429,5.3907284768211925
195.txt,1942,15,381,41,4.0,42,44,19,19,6,14.0,12,39,9.0,15,13.0,10.0,2.0,10,18.0,2.0,9.0,5.0,0.0,1.0,7.0,6.0,3.0,23,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129.46666666666667,5.097112860892389
196.txt,2604,17,486,63,11.0,62,54,20,25,8,13.0,8,46,7.0,17,15.0,6.0,1.0,18,17.0,6.0,11.0,16.0,0.0,3.0,11.0,7.0,4.0,16,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.1764705882353,5.3580246913580245
197.txt,1866,13,340,41,15.0,53,25,15,12,17,16.0,13,28,8.0,13,5.0,2.0,5.0,7,13.0,5.0,2.0,9.0,1.0,2.0,3.0,3.0,2.0,13,2.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.53846153846155,5.488235294117647
198.txt,2813,25,552,42,10.0,62,52,43,33,18,32.0,17,40,11.0,25,28.0,13.0,2.0,14,20.0,3.0,19.0,9.0,0.0,2.0,13.0,9.0,2.0,16,1.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.52,5.096014492753623
199.txt,2646,23,513,47,9.0,48,43,26,52,16,27.0,21,26,14.0,23,16.0,13.0,2.0,14,19.0,4.0,16.0,10.0,2.0,0.0,9.0,5.0,6.0,21,2.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.04347826086956,5.157894736842105
200.txt,2569,23,508,70,18.0,71,49,28,19,10,18.0,11,44,8.0,23,19.0,7.0,5.0,13,26.0,5.0,3.0,8.0,1.0,1.0,10.0,10.0,7.0,11,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111.69565217391305,5.057086614173229
201.txt,1982,15,401,36,6.0,42,33,22,19,15,15.0,11,40,6.0,15,23.0,3.0,2.0,11,22.0,4.0,13.0,5.0,0.0,6.0,11.0,11.0,6.0,10,0.0,3.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.13333333333333,4.942643391521197
202.txt,2710,18,514,30,6.0,68,50,29,39,18,33.0,5,42,14.0,18,15.0,13.0,6.0,11,23.0,1.0,13.0,12.0,4.0,3.0,7.0,6.0,3.0,14,3.0,3.0,7.0,8.0,3.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.55555555555554,5.272373540856031
203.txt,2529,18,474,44,9.0,68,45,29,26,16,14.0,19,46,15.0,18,6.0,1.0,11.0,10,28.0,3.0,4.0,12.0,0.0,0.0,10.0,9.0,2.0,14,0.0,2.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.5,5.3354430379746836
204.txt,2602,18,460,25,15.0,69,49,28,27,19,28.0,13,48,12.0,18,8.0,9.0,2.0,12,6.0,3.0,8.0,19.0,5.0,1.0,6.0,2.0,3.0,12,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.55555555555554,5.656521739130435
205.txt,2632,22,498,62,12.0,43,59,27,29,8,14.0,20,43,14.0,22,11.0,6.0,3.0,19,19.0,3.0,10.0,11.0,0.0,4.0,13.0,9.0,4.0,20,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.63636363636364,5.285140562248996
206.txt,1448,9,290,37,3.0,43,25,17,6,7,9.0,2,22,9.0,9,15.0,6.0,2.0,6,18.0,5.0,6.0,2.0,0.0,0.0,8.0,8.0,4.0,12,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.88888888888889,4.993103448275862
207.txt,1486,12,276,35,5.0,40,28,16,11,4,10.0,6,31,6.0,12,4.0,5.0,5.0,7,14.0,3.0,6.0,6.0,1.0,1.0,5.0,5.0,0.0,3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.83333333333333,5.384057971014493
208.txt,1793,12,322,43,6.0,50,38,16,8,9,11.0,9,42,4.0,12,4.0,4.0,7.0,7,12.0,1.0,5.0,4.0,0.0,0.0,4.0,3.0,1.0,14,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.41666666666666,5.568322981366459
209.txt,2114,16,394,54,7.0,49,34,38,14,10,14.0,5,37,11.0,16,12.0,4.0,3.0,17,23.0,4.0,4.0,7.0,0.0,0.0,7.0,8.0,2.0,7,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.125,5.365482233502538
210.txt,3056,26,583,51,11.0,73,74,31,50,12,21.0,13,48,16.0,26,14.0,8.0,4.0,25,20.0,3.0,10.0,9.0,6.0,0.0,13.0,7.0,4.0,20,3.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.53846153846153,5.241852487135506
211.txt,3145,23,601,45,11.0,87,70,28,25,12,33.0,16,61,12.0,23,26.0,22.0,0.0,20,30.0,6.0,7.0,7.0,0.0,0.0,9.0,7.0,5.0,18,4.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.7391304347826,5.232945091514143
212.txt,931,8,185,26,2.0,22,11,7,7,6,9.0,4,19,3.0,8,5.0,3.0,4.0,2,10.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.375,5.032432432432432
213.txt,3531,24,658,102,12.0,66,62,24,58,23,39.0,7,47,18.0,24,13.0,17.0,10.0,40,8.0,4.0,18.0,12.0,2.0,6.0,7.0,5.0,5.0,9,4.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.125,5.366261398176292
214.txt,2928,20,543,24,3.0,85,60,34,44,15,12.0,17,51,19.0,20,15.0,3.0,12.0,19,27.0,1.0,9.0,12.0,3.0,1.0,9.0,6.0,1.0,16,0.0,1.0,15.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,146.4,5.392265193370166
215.txt,4061,29,775,71,12.0,84,84,56,47,28,39.0,24,77,16.0,29,22.0,14.0,10.0,32,28.0,3.0,15.0,19.0,1.0,1.0,10.0,8.0,1.0,21,1.0,3.0,4.0,2.0,0.0,2.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,140.0344827586207,5.24
216.txt,2220,18,416,41,14.0,57,45,30,32,12,22.0,15,28,10.0,18,13.0,11.0,1.0,15,8.0,4.0,7.0,4.0,0.0,1.0,6.0,6.0,1.0,12,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.33333333333333,5.336538461538462
217.txt,1685,12,307,30,2.0,49,32,16,29,10,10.0,8,33,10.0,12,3.0,4.0,4.0,10,6.0,1.0,8.0,8.0,0.0,0.0,5.0,3.0,4.0,3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.41666666666666,5.488599348534202
218.txt,3634,28,722,93,13.0,81,69,44,29,18,21.0,12,72,21.0,28,32.0,5.0,6.0,16,37.0,6.0,15.0,13.0,2.0,0.0,20.0,16.0,7.0,29,1.0,2.0,6.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.78571428571428,5.033240997229917
219.txt,2932,19,554,39,13.0,67,65,24,41,19,29.0,15,54,16.0,19,24.0,8.0,1.0,11,17.0,6.0,17.0,16.0,0.0,0.0,10.0,6.0,4.0,16,3.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,154.31578947368422,5.292418772563177
220.txt,2728,17,546,56,16.0,71,44,21,23,17,31.0,14,53,18.0,17,19.0,14.0,4.0,26,22.0,7.0,8.0,7.0,0.0,1.0,12.0,12.0,4.0,8,2.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.47058823529412,4.996336996336996
221.txt,2959,21,539,50,10.0,81,61,33,27,18,23.0,10,55,14.0,21,16.0,10.0,2.0,6,24.0,7.0,2.0,11.0,0.0,5.0,10.0,9.0,4.0,17,1.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9047619047619,5.489795918367347
222.txt,1879,15,362,28,10.0,51,37,20,10,9,20.0,14,47,6.0,15,7.0,13.0,13.0,13,11.0,0.0,5.0,6.0,0.0,0.0,5.0,5.0,2.0,5,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.26666666666667,5.19060773480663
223.txt,1919,14,408,36,11.0,55,44,20,21,9,12.0,8,34,13.0,14,22.0,3.0,5.0,10,18.0,4.0,12.0,4.0,2.0,1.0,7.0,6.0,6.0,15,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.07142857142858,4.703431372549019
224.txt,3550,25,666,55,10.0,94,88,40,45,19,21.0,25,72,13.0,25,13.0,10.0,11.0,20,29.0,8.0,5.0,7.0,0.0,5.0,5.0,5.0,4.0,17,3.0,2.0,8.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,5.33033033033033
225.txt,2389,16,464,72,11.0,62,54,26,13,10,13.0,13,38,10.0,16,13.0,4.0,4.0,16,17.0,6.0,5.0,8.0,0.0,4.0,5.0,5.0,5.0,18,2.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.3125,5.148706896551724
226.txt,1787,17,321,15,6.0,35,24,27,36,9,14.0,14,21,9.0,17,7.0,6.0,4.0,11,8.0,1.0,13.0,8.0,4.0,5.0,5.0,3.0,2.0,7,1.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.11764705882354,5.566978193146418
227.txt,2919,22,563,55,13.0,71,54,41,28,16,28.0,9,50,17.0,22,23.0,12.0,6.0,12,22.0,2.0,6.0,14.0,1.0,1.0,13.0,12.0,1.0,21,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.6818181818182,5.184724689165186
