name,length,count_sentences,count_tokens,sentences
303.txt,3537,27,676,Documents released after 30 years reveal the failed negotiations by the then prime minister following the dramatic February general election. Liberal leader Jeremy Thorpe appeared willing to form a coalition government.
304.txt,962,8,181,"UKIP, which campaigned on a slogan of ""Say no to Europe"", spent Â£2.36m on the campaign - second only to the Conservatives' Â£3.13m. The campaign took UKIP into third place with an extra 10 MEPs."
305.txt,3185,25,590,"In a break with tradition, the party will ditch the leader's battle bus and daily press briefings in Westminster. Instead Mr Blair will travel to key cities and marginal seats to deliver the party's message."
306.txt,2204,18,438,"Mr Campbell has consistently made public his keenness to play a part in the poll, expected in May. Both Culture Secretary Tessa Jowell and Deputy Prime Minister John Prescott have welcomed his return."
307.txt,1791,14,346,"Robert Jackson, 58, MP for Wantage in Oxfordshire, said he was disillusioned with the party's leadership and its ""dangerous"" views on Europe. Prime Minister Tony Blair declared himself ""delighted"", saying Mr Jackson would be warmly welcomed by Labour MPs."
308.txt,1142,10,229,"He was 84, had been suffering from cancer for many months, and died at his London home. That failed ""stalking horse"" leadership challenge made it easier for Michael Heseltine to mount his own bid."
309.txt,1442,9,260,Research undertaken for voting watchdog the Electoral Commission suggests 81% of 16 to 20-year-olds feel strongly about issues like crime and education. The survey findings are being released to coincide with the launch of the Y Vote Mock Elections 2005 initiative.
310.txt,960,8,173,"The Â£200 handheld computers can be used as a phone, pager or to send e-mails. The devices gained new prominence this week after Alastair Campbell used his to accidentally send an expletive-laden message to a Newsnight journalist."
311.txt,2285,20,422,Five public sector unions will hold private talks with Deputy Prime Minister John Prescott at Labour's spring conference in Gateshead. They want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65.
312.txt,2273,21,422,Five public sector unions met Deputy Prime Minister John Prescott at the Labour spring conference in Gateshead. They want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65.
313.txt,2374,19,467,"A survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds. Charity boss Gordon Lishman said if a ""decisive blow"" was struck at the election it would be by older voters who could be relied on to turn out."
314.txt,1576,12,328,"During a question and answer session with first-time voters on Five News, Mr Blair said he had no option but to ""confront it"" by talking to people. He also dismissed claims government plans to get 50% of young people into university would devalue degrees."
315.txt,4214,27,830,"Doug Smith's departure was announced by Work Secretary Alan Johnson on 17 November as MPs grilled him over the agency's poor performance. His ""resignation"" was referred to by both Tory and Lib Dem leaders during that day's prime ministers questions."
316.txt,2526,23,493,"The prime minister told the Jewish Chronicle: ""If you look at what I do, I attack Michael Howard politically."" Mr Blair also distanced himself from recent Labour campaign posters featuring Mr Howard, which critics claimed were ""anti-Semitic""."
317.txt,2743,21,528,"Pensioners' protests spread - some marched, others simply refused to pay the increase. Some, such as 83-year-old Elizabeth Winkfield, said they would rather go to jail."
318.txt,1845,13,332,"Local councillor Lyn Brown was selected for West Ham, east London, in a contest between two white and five ethnic minority women. An Operation Black Vote spokesman said they now wanted to meet Labour party chairman Ian McCartney for discussions."
319.txt,2826,26,540,The cross-party group has unveiled a draft bill proposing a smaller second chamber in which 70% of members would be elected. MPs and peers have failed to agree on reform since 1999 when 600 hereditaries lost their seats.
320.txt,3299,25,594,"The register shows former Tory leader William Hague earning up to Â£820,000 on top of his MPs' salary, much of it from speaking fees. His former shadow chancellor Michael Portillo makes up to Â£560,000 a year - partly because of speeches and TV work."
321.txt,1685,12,307,"Some 600 schools have already signed up for the Y Vote Mock Elections 2005 run by the Hansard Society and aimed at boosting interest in politics. Pupils in the schools taking part will learn the skills of speech writers, canvassers and political candidates."
322.txt,2761,22,476,"This is nearly half of the Â£11,724,929 received by 16 political parties listed by the Electoral Commission. The Conservatives were in second place with donations totalling Â£4,610,849, while the Liberal Democrats received just over Â£1m."
323.txt,1492,14,288,The Liberal Democrat leader predicted concerns over Iraq and other international and domestic issue would express themselves during the campaign. His comments come as an inquiry looks at how best to boost voter turnouts.
324.txt,3631,24,698,"Downing Street has denied the claims, made in a new book about the Attorney General Lord Goldsmith's advice. Lord Goldsmith also denied them, saying he was not ""leaned on"" in any way."
325.txt,1787,13,351,"Damian Hockney, now Veritas deputy leader, and Peter Hulme-Cross were elected in 2004 on the list system. The party argues the pair should give up their seats as they won them as UKIP representatives, not as individuals."
326.txt,2450,18,466,"Michael Howard has no doubt it is the prime minister who, he claims, is ""ramming"" through Parliament the controversial new anti-terror measures without proper debate. He didn't say so, but the Tories believe the prime minister is playing the fear card on this one so he can look tough in the run up to the general election And they believe Tony Blair is using the issue to suggest the Tories are soft on terrorism."
327.txt,4256,31,814,"Lord Goldsmith said Lord Falconer and Baroness Morgan played no part in drafting the answer. He added the answer represented his view that the war was legal, but was not a summary of his advice to the PM."
328.txt,3837,26,746,"Claims a written answer on the legality of the war was drafted by Downing Street were ""wholly unfounded,"" he insisted during stormy Lords exchanges. Lord Goldsmith said the answer represented his ""genuinely held independent view"" the war was legal."
329.txt,936,8,186,"The Times on Monday said Australian Lynton Crosby told the party leader to focus on trying to increase the Tories' Commons presence by 25 to 30 seats. But Mr Crosby said in a statement: ""I have never had any such conversation... and I do not hold that view."""
330.txt,1479,13,278,The much trailed decision was ratified by Labour's ruling National Executive Committee in a break with the traditional choice of a seaside venue. It will be the first time since 1917 that the party has chosen Manchester to host the annual event.
331.txt,2948,23,563,"The poster shows Mr Howard hypnotising people with a pocket watch, saying: ""I can spend the same money twice."" The image prompted concern from the editor of the Jewish Chronicle but Labour insists it is simply anti-Tory."
332.txt,2557,17,481,"Mr Milburn said he appreciated people's concerns, but insisted that ""what they were was anti-Tory"" and ""not in any way, shape or form anti-Semitic"". He was responding to Tory spokesman Julian Lewis who said the ads were part of a wider trend of smearing the party."
333.txt,2604,22,513,"Labour's Elizabeth Blackman won the seat in 1997 and has a 6,932 majority. She says she will fight on her record ""as a hard-working constituency MP""."
334.txt,2559,17,463,But no longer. Both Labour and the Tories have signalled their intention of making them central to their election campaigns.
335.txt,2344,16,466,"Mr Kennedy is visiting constituencies in Somerset and Hampshire on Monday - rural seats where his party is hoping to make gains from the Conservatives. Later he will visit places, such as Liverpool, where Labour is targeted."
336.txt,4561,41,966,"""The electorate are keener on the government than some Labour Party members,"" is the dry assessment of Graham Lane, leader of the Labour group on Newham Council. The problem, according to Mr Lane, is not continuing divisions over Iraq, foundation hospitals or tuition fees, or even voter apathy, but Mr Blair himself."
337.txt,3378,27,651,The parties say they can stick to the rules by ensuring that their calls are not marketing - for instance by asking about people's voting intentions. The Lib Dems are asking the watchdog overseeing the rules to stop the calls.
338.txt,2604,18,508,Vincent Cable says one in eight households already struggle with debt and that will worsen if there is a hike in interest rates or unemployment. The Lib Dems' Treasury spokesman is unveiling a policy aimed at the issue.
339.txt,3192,26,621,"The party's scheme would allow people to buy a share in a home through a mutual home ownership trust, as a way of getting onto the housing ladder. The Lib Dems would also encourage the conversion of existing buildings in an effort to protect greenfield sites."
340.txt,3453,24,646,Charles Kennedy is pledging a maternity income guarantee and a pension system based on years of residence rather than national insurance payments. He also thinks women will back plans to end university tuition fees and for free long-term care for the elderly.
341.txt,1919,14,408,"He said backing his party was not a wasted vote, adding that with the Lib Dems ""what you see is what you get"". He made his comments at the start of a day of appearances on Channel Five in a session on The Wright Stuff programme."
342.txt,2082,15,414,He said ensuring every child in Britain had the best start in life could be a legacy to match the NHS's creation. The chancellor has previously planned the party's election strategy but this time the role will be filled by Alan Milburn - a key ally of Tony Blair.
343.txt,967,8,183,"One of the few Blair-era ministers to serve under Jim Callaghan, he was given the agriculture portfolio when Labour regained power in 1997. Mr Cunningham went on to become Tony Blair's ""cabinet enforcer""."
344.txt,3371,23,656,"Michael Howard has finally revealed the full scale of his planned Tory tax cuts. Should he win the next general election, he has earmarked Â£4 billion that will be used to reduce taxes - although he still will not say which or how."
345.txt,2022,16,389,"In a written statement, Constitutional Affairs Minister Christopher Leslie said the current minimum age of 21 for an MP would be reduced to 18. The proposals follow a recommendation last year by elections watchdog the Electoral Commission."
346.txt,2147,18,437,"The slogan ""Britain forward not back"" (no, it's not an instruction from one of those inter-planetary Time Lords) is to become as much a part of our daily lives as the sky - it's always there but we mostly stop noticing. The word ""Britain"" is cast on a red background - a nod to Old Labour."
347.txt,2847,20,516,"Party leader Michael Howard said the new role would replace ""inconspicuous"" police authorities. He said the new office would not supersede the job of a chief constable."
348.txt,2869,20,552,"It would then be up to Tony Blair, Michael Howard and Charles Kennedy to decide whether to take part, the non-partisan charity said. Chairman Lord Holme argued that prime ministers should not have the right of veto on a matter ""of public interest""."
349.txt,3846,27,749,"The chancellor said the poll - expected to fall on 5 May - would give a ""clear and fundamental"" choice between Labour investment and Tory cuts. He told his party's spring conference the Tories must not be allowed to win."
350.txt,2677,21,498,"The chancellor said he was proud of his party's record on the economy, and would strive for continuing stability if elected. The Gateshead conference was told he would help young people who were struggling to buy their own homes."
351.txt,2990,21,593,"Tory co-chairman Liam Fox was speaking after Mr Blair told Labour members the Tories offered a ""hard right agenda"". Dr Fox told BBC Radio: ""If you are willing to lie about the reasons for going to war, I guess you are going to lie about anything at all."""
352.txt,2913,20,552,"Tony Blair sailed across the lake in Bromsgrove, Worcestershire, while on a visit with Education Secretary Ruth Kelly to back school outings. Mr Blair later stressed Labour's election pledge to focus on education, when he met parents in the area."
353.txt,5091,39,996,"He called it his ""masochism strategy"" in the run-up to the Iraq war and now Tony Blair has signed up for another dose of pain. The idea is simple - the prime minister goes head to head with an often hostile group of ""real"" voters in the full spotlight of the television cameras."
354.txt,1719,12,331,"The Budget, likely to be the last before the General Election, will be at about 1230 GMT on that Wednesday, just after Prime Minister's question time. The annual event is when the chancellor outlines the government's taxation and broader economic predictions."
355.txt,2917,27,573,"City experts say there is a Â£10bn ""black hole"" in the public finances, a claim denied by the chancellor. Lib Dem spokesman Vince Cable said the public did not know who to believe and the National Audit Office should judge."
356.txt,2859,22,569,"In a speech in Edinburgh, the prime minister said Thursday's report reinforced stability and opportunity. And that would be central to Labour's next election campaign, planning for which was already well advanced."
357.txt,2001,17,365,"Gordon Brown reallocated Â£512m from central to local government budgets in his pre-Budget report on Thursday. Mr Raynsford said he had held some ""pretty frank discussions"" with fellow ministers over the plans."
358.txt,1657,12,324,"The foreign secretary told MPs the rebate, secured by Margaret Thatcher in 1984, was ""entirely justified"". New European commission president Jose Manuel Barroso has suggested the cash could be shared out among net contributors to the EU budget."
359.txt,2860,24,579,"Ed Balls, ex-chief economic adviser to the Treasury, said there would be no spending spree before polling day. But Mr Balls, a prospective Labour MP, said he was confident the chancellor would meet his fiscal rules."
360.txt,2940,19,556,"As Tory spokesman Oliver Letwin said - any chancellor would use his pre-election budget to offer some vote winning sweeteners, wouldn't he. And everyone does, indeed, expect Gordon Brown to do just that in his last budget before the expected polling day of 5 May."
361.txt,3132,20,595,"He is expected to stress the importance of continued economic stability, with low unemployment and interest rates. The chancellor is expected to freeze petrol duty and raise the stamp duty threshold from Â£60,000."
362.txt,3427,20,644,"Specifically, it saw him attempting to slaughter the council tax as an election issue and to tear limb from limb their wider policies for pensioners and families. In a relatively short speech he kept the best for last and was clearly out to give exactly that pre-election boost everyone had been predicting."
363.txt,2236,16,425,"How was it right that the poorest 20% of society were still paying more as a proportion of their income than the richest 20%, the Lib Dem leader asked. The new Â£200 council tax rebate for pensioners did nothing to fix the ""unfair tax"", he added."
364.txt,2414,19,495,"The simple fact was that under a new Labour government taxes would go up after the election to plug a financial black hole, Mr Howard said. Everyone could see the chancellor's ""sweeteners"", but these hid tax rises for hard working families, he said."
365.txt,2149,14,421,"Chancellor Gordon Brown said 12,500 jobs had gone while 7,800 were being moved out of the South East. He plans to axe 104,000 jobs to free up money for education, health, defence, housing and overseas aid."
366.txt,3000,23,568,"On the fourth day of his six-day tour of Africa, the UK chancellor predicted a vaccine could be found by 2012 if the world stepped up its funding pledges. Doubling the Â£400m being spent yearly on finding such a vaccine could advance it by three years and save six million lives, Mr Brown said on Thursday."
367.txt,2848,27,577,"""Britain is heading in the wrong direction"", the Conservative leader said in his New Year message. Mr Blair's government was a ""bossy, interfering government that takes decisions that should be made by individuals,"" he added."
368.txt,2969,17,554,"The former UN commissioner for human rights and Irish president told Radio 4's Today the government's response would be scrutinised internationally. ""It would be very troubling if the government did not accept the judgement and then work within it,"" she said."
369.txt,2306,17,415,"The comments come a day ahead of a High Court challenge by residents' groups and local councils to the government's White Paper. The judicial review will centre on government plans for expansion at Heathrow, Stansted and Luton airports."
370.txt,3326,21,610,"It follows a Home Office move to cut asylum claims by stopping people, mostly Roma, from boarding flights to Britain from the Czech capital, Prague. Civil rights group Liberty said it exposed ""racism at the heart of the government's asylum policy""."
371.txt,2232,14,441,"He will say Conservatives ""share the same values"" as the UK's minorities. And that he wants to build a ""better Britain"" where everyone, whatever the colour of their skin or religion, can ""make the most of their talents""."
372.txt,3082,21,561,The move comes amid claims the poll could be marred by electoral fraud. A report by two MPs committees called on Thursday for urgent changes to the electoral registration system to combat vote rigging and boost turnout.
373.txt,4047,34,775,Speaking after a summit meeting he said unless it was put up for discussion the EU would never be able to reach agreement on its medium term finances. Earlier Foreign Secretary Jack Straw said the UK was prepared to veto any bid to reduce the rebate secured by Margaret Thatcher in 1984.
374.txt,2387,17,453,Oliver Letwin said the UK could not compete with other countries without the Â£4bn tax cuts he was promising. Tory co-chairman Liam Fox had opened the forum in Brighton with an attack on Labour's record and party leader Michael Howard is due to speak later.
375.txt,4128,34,822,"The chancellor also unveiled a one-off Â£200 council tax refund for pensioners and a rise in child tax credit. Mr Brown put 1p a pint on beer, 4p on a bottle of wine and 7p on 20 cigarettes but froze petrol duty until September."
376.txt,1484,12,286,"The Tories said a large chunk of the Budget appeared to have been leaked in what they describe as a ""serious breach of Treasury confidentiality"". The Lib Dems called for Commons leader Peter Hain to make a statement and said chancellors had resigned over leaks."
377.txt,1708,16,318,"Culture Secretary Tessa Jowell said proposed super-casinos will be different from their US counterparts. In America, pheromones have reportedly been released from machines to encourage aggressive gambling and clocks are often removed from walls."
378.txt,3425,22,634,"The government is facing opposition from Tory and Lib Dem MPs and its own backbenchers as it prepares for the final Commons debate on the changes. But Tony Blair said there could be no concession on the ""basic principle""."
379.txt,2973,25,546,"Sir Ian Blair said terror groups would remember the effect of the Madrid bomb on Spain's general election last year. Other potential targets were the royal wedding and the UK's presidency of the European Union and G8, he said."
380.txt,18417,151,3633,"Adults must be paid at least Â£5.05 an hour, up from Â£4.85, while 18 to 21 year olds will be paid Â£4.25. The recommendations came from the Low Pay Commission which said the number of jobs had continued to grow since the minimum wage was introduced in 1999."
381.txt,1056,10,202,"Less than half the UK wants a ban compared to almost two-thirds in 1999, the Mori survey of 2,000 adults for BBC One's Countryfile programme suggests. The number opposed to a ban remains constant, but those ""neither supporting nor opposing"" has increased by 11%."
382.txt,3166,29,598,"Here's a guide to the plan:

People coming to live and work in Britain from outside the EU. If they plan to stay six months or more and are from a country with lots of TB, they would have to have a chest x-ray and further tests if appropriate."
383.txt,3113,26,599,"Shadow foreign secretary Michael Ancram told MPs a new White Paper was part of trying to soften up opinion ahead of the referendum on the EU constitution. His claims were denied by Foreign Secretary Jack Straw, who accused the Tories of ""running scared"" of debate."
384.txt,3522,26,640,"It comes after law lords ruled that the detention of 12 foreign terror suspects without trial breached human rights. Charles Clarke's planned ""control orders"" mean anyone suspected of being involved in terrorism could be subject to house arrest, curfews or tagging."
385.txt,1967,13,362,"In a speech, he called for action to reach the 2000 Millennium Declaration goals of halving global poverty and tackling child mortality rates. Mr Brown has just returned from a tour of African nations."
386.txt,2695,21,527,"Mr Straw, visiting Beijing, noted arms embargoes applied to China, Burma and Zimbabwe but not to North Korea, which he said had a terrible rights record. The EU imposed its arms ban on China in 1989 after troops opened fire on protestors in Tiananmen Square."
387.txt,2643,20,519,"Tony Blair claimed a Tory government would ""cut"" Â£35bn from public services hitting schools, hospitals and police. Tory chairman Liam Fox accused Labour of ""at best misrepresentation at worst a downright lie"" and said the ""smear"" tactics were a sign of desperation."
388.txt,3111,24,582,"Ministers say elderly and disabled people themselves, not social workers, should be able to decide on their care and stay in their own homes. They also plan a supremo for adult services in each English area to get different agencies working together."
389.txt,3477,23,664,"Mr Brown said that it was vital the UK continued to invest in infrastructure, science, and education in the future. Otherwise it would be overtaken by the likes of China, he told MPs."
390.txt,3539,26,665,"Curfews and community service orders were other options which could be used if court orders to allow parental access were defied, Lord Falconer said. The constitutional affairs secretary outlined some of the plans on Tuesday."
391.txt,1063,9,199,"In a written parliamentary answer, Constitutional Affairs Minister Chris Leslie said the poll was likely to cost the same as a general election. Mr Leslie said the cost could not be compared with the only previous British referendum, held 30 years ago."
392.txt,1934,16,360,"The chancellor, speaking during a week-long tour of Africa, said it was time to talk about enduring British values of liberty and tolerance. Mr Brown has signed a debt relief deal with Tanzania which could cost the UK Â£1 billion."
393.txt,4452,31,847,"Sex, betrayal and custody of children are all there in this affair but this time it has nothing to do with the recent troubles of David Blunkett or Boris Johnson. Few realise that Westminster in effect has its own divorce den."
394.txt,2656,19,502,"He was speaking after Cabinet members held their last meeting at No 10 before the expected election announcement. He said voters would recognise that Labour had brought stability and growth, and would continue to do so."
395.txt,2900,19,551,"The date has been pencilled into the diaries of politicians and political journalists for many months and, despite occasional panics that the prime minister was on the verge of calling a snap poll, it has not shifted. Over the weeks, there have been any number of signs that 050505 was going to be the day Mr Blair would go for an historic third term."
396.txt,4164,33,792,The information commissioner is to look into a complaint from the Lib Dems about how Labour uses its call centres. The Lib Dems say Labour is telephoning people who have signed up to make sure they do not get marketing calls.
397.txt,503,4,98,"He told BBC Radio Five Live: ""I'm out in my constituency getting ready for what we presume will be an announcement very shortly at the weekend."" He clarified that he meant he would be in his Sheffield seat this weekend, not that he expected an election call then."
398.txt,865,7,174,Local government spokesman Ed Davey was speaking as the party launched its campaign for the local elections being held in 37 English council areas. The flagship pledge is to replace council tax with a local income tax.
399.txt,3298,27,621,"Russell Tanguay, agent for Arundel and South Downs Tories, said Mr Flight was ineligible to be a candidate and the association was seeking a substitute. The news comes despite Mr Flight's allies saying they had enough support to hold a meeting to discuss his fate."
400.txt,3888,33,768,"He passed away at home in East Sussex, just 11 days after his wife Audrey died aged 91. Lord Callaghan, who leaves a son and two daughters, was the longest living former British PM in history."
401.txt,1488,11,294,Andrew Marr says Mr Blair will ask the Queen on 4 or 5 April to dissolve Parliament at the end of that week. Mr Blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently.
402.txt,1648,14,305,"Work and pensions minister Alan Johnson said it was wrong to suggest the chancellor would usurp Mr Milburn, adding they would ""work as a team"". A report in the Sunday Business claimed Mr Brown has been asked to take charge of media strategy, while Mr Milburn would move to a behind-the-scenes role."
403.txt,2861,22,556,"And 87% of the 1,000 adults quizzed by ICM for BBC News 24 said politicians did not deliver what they promised. The poll comes after Foreign Secretary Jack Straw predicted trust would be ""the key choice"" at the next election."
404.txt,1558,14,302,"Danny Kruger, who also works in the Tory research unit, had been due to take on Tony Blair in Sedgefield. He says his remark last week was misrepresented but he will not contest the election for fear of damaging the Conservative cause."
405.txt,3248,23,647,"The prime minister's spokesman set out Mr Blair's view after the top Catholic in England and Wales backed Michael Howard's stance on abortions. The Tory leader supports a reduction in the legal limit from 24 weeks to 20 and has said current rules are ""tantamount to abortion on demand""."
406.txt,5672,37,1089,"He reached that milestone last June, when he overtook David Lloyd George, who served for seven years and 43 days between 1908 and 1915. How much longer Mr Brown will continue in the job is not clear (he once said there are two types of chancellor: ""those who fail and those who get out in time."")"
407.txt,2711,18,526,"Mr Boateng, 53, is to become the UK's high commissioner to South Africa. He was the UK's first black cabinet minister when appointed to his post in 2002, promoted from the Home Office, where he had been prisons minister."
408.txt,3537,30,728,"In an upbeat speech to his party's spring conference in Brighton, he said Labour's campaigning tactics proved the Tories were hitting home. Mr Hain made the claim about Tory tactics in the anti-terror bill debate."
409.txt,1668,12,311,The party goes into its spring forum trying to highlight what it sees as a clear choice between it and Labour. Tory co-chairman Liam Fox has opened proceedings with a speech criticising Tony Blair's record in government.
410.txt,1576,14,287,The decision comes after Mr Sayeed survived an attempt to de-select him in a row over allegations he had profited from private tours of Parliament. The Mid-Bedfordshire MP had denied a claim that he was paid for guiding visitors around the Palace of Westminster.
411.txt,4898,39,1014,"And indeed he wasn't. Michael Howard had already broken away from the printed text of his speech, at his party's spring conference in Brighton, to deliver a smart rebuff to Peter Hain's description of him as an ""attack mongrel"", claiming such personal abuse meant Labour was ""rattled"" by the Tory challenge."
412.txt,1414,11,276,Those who filled in forms last autumn should already be on the register - but those who have moved house or were on holiday may have been left off. There will also be elections for local councils and mayors in parts of England on 5 May.
413.txt,1155,8,219,"It is the latest hefty donation to the party by the billionaire - he has contributed more than Â£10m since 1999. David Sainsbury said he was pleased to give cash to a party that had the ""vision"" to deliver economic prosperity and better public services for Britain."
414.txt,3106,22,633,"The prime minister said he was ""up for it"" as the country waits to go to the polls, possibly in a matter of weeks. He told The Observer government life was a ""constant barrage of attack"" but said he would not stay in charge if he felt unable to contribute."
415.txt,1508,12,294,"Derek Wyatt said having a five month campaign ""turned off voters"" and suggested people were already ""rather bored of the thing"". He wants a greater campaigning role for Chancellor Gordon Brown."
416.txt,1733,13,338,"Mr Howard's seat is at the top of the Liberal Democrats' list. Others targeted include Oliver Letwin, David Davis and Theresa May, Lib Dem's elections chief Lord Rennard said."
417.txt,2837,23,560,"Unveiling the slogan at the party's spring conference, he said there was no ""glass ceiling"" to its ambitions. He told delegates that Labour had abused the public's trust and that the Tories had failed to oppose them."
